,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
63,2012Q1,30.476937096774193,30.745456451612903,30.28685483870968,30.565725806451614,52928337.09677419,0.78,0.76,0.02,2.6316,pre-market,USD,13455000000,17407000000,3952000000,3952000000,6374000000,4564000000,2517000000,7081000000,180000000,-95000000,None,95000000,-110000000,-20000000,None,142000000,6363000000,1255000000,95000000,5108000000,5614000000,6458000000,6600000000,5108000000,USD,118010000000,76860000000,6388000000,59529000000,1412000000,10961000000,41150000000,8225000000,10952000000,22454000000,2756000000,19698000000,122182000000,9068000000,53141000000,2608000000,1403000000,49351000000,26170000000,3790000000,15191000000,None,5440000000,31081000000,None,22626000000,None,11938000000,22626000000,3011000000,8525000000,68659000000,None,3386000000,65273000000,8400000000,USD,9594000000,10000000,None,9047000000,-2802000000,142000000,749000000,-2770000000,50000000,5108000000,-12241000000,-1605000000,0,1023000000,1023000000,None,1683000000,1683000000,None,1091000000,None,None,68000000,None,-4222000000,30000000,5108000000
64,2012Q2,30.489842857142854,30.736069841269842,30.19773968253968,30.44984126984127,46480058.73015873,0.6,0.57,0.03,5.2632,pre-market,USD,13896000000,18059000000,4163000000,4163000000,192000000,4917000000,2594000000,13704000000,227000000,-96000000,None,96000000,-151000000,-25000000,None,152000000,359000000,851000000,96000000,7703000000,-402000000,455000000,607000000,-492000000,USD,121271000000,85084000000,6938000000,63040000000,1137000000,15780000000,34294000000,8269000000,10962000000,16622000000,3170000000,13452000000,129759000000,9776000000,56102000000,3092000000,1520000000,54908000000,32688000000,4175000000,20059000000,1231000000,1231000000,30428000000,None,11900000000,1231000000,10713000000,11900000000,3151000000,8208000000,66363000000,None,566000000,65797000000,8381000000,USD,7677000000,353000000,None,14874000000,5401000000,2352000000,622000000,5007000000,-263000000,7703000000,-4662000000,-2421000000,0,1030000000,1030000000,None,1678000000,1678000000,None,278000000,None,None,-752000000,None,550000000,-44000000,-492000000
65,2012Q3,30.297815873015875,30.502380952380953,30.027541269841272,30.28463492063492,38277146.03174603,0.67,0.62,0.05,8.0645,pre-market,USD,11840000000,16008000000,4168000000,4168000000,5308000000,4072000000,2460000000,6532000000,159000000,-95000000,None,95000000,-25000000,202000000,None,178000000,5534000000,1068000000,95000000,4466000000,4864000000,5629000000,5807000000,4466000000,USD,121876000000,84051000000,5036000000,66644000000,1624000000,9871000000,37825000000,8329000000,11401000000,17889000000,3423000000,14466000000,138613000000,10038000000,61608000000,3860000000,1569000000,53040000000,31402000000,3631000000,19587000000,2236000000,2236000000,29438000000,None,12000000000,2236000000,9714000000,12000000000,3312000000,8423000000,68836000000,None,932000000,66084000000,8422000000,USD,8484000000,177000000,None,6538000000,-5065000000,178000000,603000000,-6156000000,473000000,4466000000,-7719000000,-2714000000,0,1632000000,1632000000,None,1676000000,1676000000,None,417000000,None,None,-1215000000,None,-1902000000,47000000,4466000000
66,2012Q4,28.027337096774193,28.23236451612903,27.752133870967743,27.96325161290323,54245633.87096774,0.53,0.56,-0.03,-5.3571,pre-market,USD,15764000000,21456000000,5692000000,5692000000,7771000000,5465000000,2528000000,7993000000,166000000,-105000000,None,105000000,-72000000,-33000000,None,198000000,7770000000,1393000000,105000000,6377000000,6563000000,7875000000,8073000000,6377000000,USD,128683000000,89574000000,6017000000,68312000000,1661000000,14317000000,39109000000,8698000000,11773000000,18068000000,3341000000,14727000000,141674000000,10707000000,62295000000,3301000000,1636000000,56107000000,31910000000,4356000000,19813000000,2241000000,2241000000,31897000000,None,14200000000,2241000000,11947000000,14200000000,3366000000,8397000000,72576000000,None,4236000000,66334000000,8374000000,USD,4780000000,9000000,None,11572000000,4451000000,198000000,930000000,4488000000,33000000,6377000000,-2593000000,-1221000000,0,1658000000,1658000000,None,1933000000,1933000000,None,145000000,None,None,-1513000000,None,981000000,15000000,6377000000
67,2013Q1,27.676666666666666,27.876548333333336,27.48674833333333,27.685566666666666,46176456.666666664,0.76,0.75,0.01,1.3333,pre-market,USD,15702000000,20489000000,4787000000,4787000000,7612000000,5450000000,2640000000,8090000000,150000000,-109000000,None,109000000,-27000000,-80000000,None,187000000,7603000000,1548000000,109000000,6055000000,6254000000,7712000000,7899000000,6055000000,USD,134105000000,93524000000,5240000000,74483000000,2133000000,11991000000,40581000000,9204000000,12247000000,17922000000,3240000000,14682000000,155299000000,11193000000,69243000000,3241000000,2262000000,57417000000,31929000000,4532000000,17905000000,2246000000,2246000000,34588000000,None,14200000000,2246000000,11949000000,14200000000,3913000000,9721000000,76688000000,None,7657000000,66826000000,8349000000,USD,9666000000,6000000,None,11556000000,-1834000000,187000000,930000000,-2191000000,483000000,6055000000,-7660000000,-2744000000,0,1028000000,1028000000,None,1925000000,1925000000,None,203000000,None,None,-825000000,None,-777000000,-39000000,6055000000
68,2013Q2,32.6233890625,32.99543125,32.3930703125,32.760375,52185917.625,0.72,0.68,0.04,5.8824,pre-market,USD,14294000000,20032000000,5738000000,5602000000,6073000000,5438000000,2783000000,8085000000,202000000,-120000000,None,120000000,-146000000,105000000,None,176000000,6145000000,1180000000,120000000,14294000000,4503000000,6265000000,6441000000,4965000000,USD,142431000000,101466000000,3804000000,77022000000,1938000000,17486000000,39256000000,9991000000,12513000000,14655000000,3083000000,14655000000,88786000000,10844000000,73218000000,3388000000,2392000000,63487000000,37417000000,4828000000,22399000000,2999000000,0,35780000000,None,15600000000,2999000000,12601000000,15600000000,3597000000,10000000000,78944000000,None,9895000000,67306000000,8328000000,USD,5903000000,388000000,None,16428000000,5664000000,2776000000,1794000000,5666000000,-187000000,14294000000,-5839000000,-1469000000,0,1042000000,1042000000,None,1921000000,1921000000,None,166000000,None,None,-876000000,None,-1436000000,-31000000,4965000000
69,2013Q3,32.8888421875,33.184184375,32.584390625,32.897578125,53208704.6875,0.66,0.75,-0.09,-12,pre-market,USD,13384000000,18529000000,5145000000,5145000000,6334000000,4314000000,2767000000,7050000000,179000000,-118000000,None,118000000,58000000,80000000,None,162000000,6408000000,1164000000,118000000,5244000000,6232000000,6526000000,6688000000,5244000000,USD,142348000000,99450000000,4023000000,80672000000,2613000000,11007000000,42898000000,10774000000,13038000000,17649000000,2982000000,14667000000,93083000000,11995000000,76649000000,3900000000,2480000000,60707000000,34623000000,4841000000,20214000000,3300000000,1300000000,35084000000,None,14600000000,2000000000,12632000000,15900000000,3625000000,9587000000,81641000000,None,11680000000,67230000000,8346000000,USD,8205000000,205000000,None,5444000000,-5313000000,162000000,1231000000,-6617000000,667000000,5244000000,-4614000000,-3396000000,712000000,2188000000,2188000000,None,1916000000,1916000000,None,203000000,None,None,-1985000000,None,219000000,24000000,5244000000
70,2013Q4,36.2872671875,36.5754671875,36.01040625,36.321671875,40505950.0,0.62,0.54,0.08,14.8148,pre-market,USD,16197000000,24519000000,8322000000,8322000000,7969000000,5518000000,2748000000,8228000000,219000000,-135000000,None,135000000,-7000000,-111000000,None,166000000,7878000000,1320000000,135000000,6558000000,7104000000,8013000000,8179000000,6558000000,USD,153543000000,106870000000,10059000000,83944000000,1594000000,15986000000,46673000000,11567000000,13686000000,17625000000,2945000000,14680000000,98551000000,14607000000,73885000000,4018000000,2874000000,68443000000,33742000000,5398000000,19474000000,2300000000,300000000,43901000000,None,22700000000,2000000000,20676000000,23000000000,3920000000,9790000000,85100000000,None,14347000000,67476000000,8300000000,USD,4413000000,20000000,None,10986000000,4256000000,166000000,1732000000,4875000000,-1029000000,6558000000,-1025000000,2615000000,-712000000,2113000000,2113000000,None,2332000000,2332000000,None,117000000,None,None,-1996000000,None,6036000000,33000000,6558000000
71,2014Q1,37.539444262295085,37.87775245901639,37.173067213114756,37.535,39573055.73770492,0.78,0.68,0.1,14.7059,pre-market,USD,14425000000,20403000000,5978000000,5978000000,6974000000,4745000000,2743000000,7451000000,220000000,-175000000,None,175000000,-28000000,-72000000,None,170000000,6957000000,1297000000,175000000,5660000000,5715000000,7132000000,7302000000,5660000000,USD,156119000000,109006000000,11572000000,88425000000,1920000000,13497000000,47113000000,11771000000,14441000000,17652000000,2901000000,14751000000,103199000000,14792000000,76853000000,3740000000,2898000000,68695000000,33903000000,4583000000,19512000000,2000000000,0,44192000000,None,22700000000,2000000000,20679000000,22700000000,4275000000,9953000000,87424000000,None,16289000000,67803000000,8260000000,USD,10099000000,22000000,None,10529000000,-2444000000,170000000,1192000000,-2501000000,324000000,5660000000,-4284000000,-4304000000,0,1845000000,1845000000,None,2322000000,2322000000,None,141000000,None,None,-1704000000,None,1513000000,2000000,5660000000
72,2014Q2,40.46698571428571,40.73499841269842,40.12436349206349,40.47204761904762,29781842.85714286,0.68,0.63,0.05,7.9365,pre-market,USD,15749000000,23382000000,7633000000,7595000000,6482000000,6055000000,3123000000,9267000000,265000000,-169000000,None,169000000,-222000000,-66000000,None,347000000,6577000000,1965000000,169000000,15787000000,4988000000,6746000000,7093000000,4612000000,USD,172384000000,114246000000,8669000000,85709000000,2660000000,19544000000,55410000000,13011000000,14793000000,27108000000,6981000000,20127000000,100811000000,14597000000,77040000000,4392000000,3422000000,82600000000,45625000000,7432000000,25158000000,2000000000,2000000000,47485000000,None,20600000000,0,20645000000,22600000000,6906000000,11594000000,89784000000,None,17710000000,68366000000,8239000000,USD,15787000000,533000000,None,19928000000,5439000000,3747000000,1330000000,5363000000,199000000,15787000000,-8910000000,-3309000000,500000000,1170000000,1170000000,None,2309000000,2309000000,None,146000000,None,None,-1024000000,None,-2903000000,-198000000,4612000000
73,2014Q3,44.5378140625,44.8541921875,44.244921875,44.6064609375,32892663.0,0.55,0.6,-0.05,-8.3333,pre-market,USD,14928000000,23201000000,8273000000,8273000000,5844000000,4879000000,3065000000,7944000000,225000000,-161000000,None,161000000,-267000000,-35000000,None,372000000,5896000000,1356000000,161000000,4540000000,4589000000,6057000000,6429000000,4540000000,USD,169656000000,112439000000,6302000000,89193000000,3141000000,12887000000,57217000000,13229000000,15373000000,26774000000,6693000000,20081000000,103136000000,13943000000,82891000000,5434000000,3271000000,79486000000,44694000000,6769000000,22538000000,5248000000,3500000000,45492000000,None,20200000000,1748000000,18472000000,23700000000,7130000000,11781000000,90170000000,None,18051000000,68362000000,8255000000,USD,14610000000,672000000,None,6386000000,-6143000000,372000000,1282000000,-6627000000,483000000,4540000000,-7737000000,-2978000000,2999000000,2888000000,2888000000,None,2307000000,2307000000,None,216000000,None,None,-2672000000,None,-2367000000,-6000000,4540000000
74,2014Q4,46.945328125,47.3567171875,46.5299796875,46.938359375,31298686.015625,0.54,0.49,0.05,10.2041,post-market,USD,16334000000,26470000000,10136000000,10136000000,7776000000,5412000000,2903000000,8558000000,183000000,-162000000,None,162000000,6000000,-209000000,None,329000000,7850000000,1987000000,162000000,5863000000,5489000000,8012000000,8341000000,5863000000,USD,174848000000,116362000000,6426000000,90249000000,2053000000,16186000000,58486000000,13607000000,16192000000,29154000000,7299000000,21855000000,102914000000,12665000000,83823000000,6173000000,3060000000,82969000000,47415000000,6932000000,21243000000,10048000000,8299000000,46854000000,None,20000000000,1749000000,18260000000,28300000000,6623000000,12423000000,91879000000,None,19731000000,68765000000,8218000000,USD,6413000000,22000000,None,10002000000,2297000000,329000000,1490000000,3378000000,-1070000000,5863000000,-4716000000,534000000,4798000000,2145000000,2145000000,None,2547000000,2547000000,None,121000000,None,None,-2024000000,None,124000000,-34000000,5863000000
75,2015Q1,43.55409836065574,43.92129672131147,43.1481131147541,43.53475409836065,39337429.32786885,0.75,0.71,0.04,5.6338,post-market,USD,14568000000,21729000000,7161000000,7161000000,6594000000,4800000000,2984000000,7974000000,160000000,-211000000,None,211000000,-168000000,-27000000,None,361000000,6517000000,1532000000,211000000,4985000000,5073000000,6728000000,7089000000,4985000000,USD,176683000000,118398000000,7414000000,95438000000,2469000000,12427000000,58285000000,14375000000,16839000000,28691000000,6963000000,21728000000,107457000000,12019000000,88024000000,6376000000,3200000000,86551000000,40748000000,6690000000,20198000000,4224000000,1725000000,57603000000,None,30100000000,2499000000,27644000000,31800000000,6846000000,13274000000,90132000000,None,18186000000,68475000000,8113000000,USD,16817000000,31000000,None,10465000000,-3006000000,361000000,1391000000,-3655000000,430000000,4985000000,-5481000000,-3065000000,-6575000000,5131000000,5131000000,None,2532000000,2532000000,None,146000000,None,None,-4985000000,None,988000000,-36000000,4985000000
76,2015Q2,45.564128571428576,46.03555555555556,45.22135079365079,45.62777777777778,34483510.87301587,0.61,0.51,0.1,19.6078,post-market,USD,14712000000,22180000000,7468000000,7468000000,-2053000000,5233000000,3094000000,16765000000,198000000,-247000000,None,247000000,191000000,4000000,None,200000000,-1756000000,1439000000,247000000,14712000000,-4144000000,-1509000000,-1309000000,-3195000000,USD,174472000000,122797000000,5595000000,96526000000,2902000000,17908000000,48676000000,14731000000,17606000000,21774000000,4835000000,16939000000,108579000000,12053000000,90931000000,5461000000,3117000000,94389000000,49647000000,6591000000,25318000000,7484000000,4985000000,59826000000,None,30300000000,2499000000,27808000000,35285000000,6555000000,13544000000,80083000000,None,9096000000,68465000000,8027000000,USD,14712000000,736000000,None,18140000000,5260000000,4300000000,1781000000,5448000000,429000000,14712000000,-5067000000,-3571000000,3259000000,4279000000,4279000000,None,2496000000,2496000000,None,151000000,None,None,-4128000000,None,-1819000000,3000000,-3195000000
77,2015Q3,44.8428125,45.37803125,44.408796875,44.903515625,33945547.84375,0.6,0.56,0.04,7.1429,post-market,USD,13172000000,20379000000,7207000000,4035000000,5793000000,4417000000,2962000000,7621000000,199000000,-249000000,None,249000000,-139000000,-93000000,None,242000000,5513000000,611000000,249000000,4620000000,4118000000,5762000000,6004000000,4902000000,USD,172896000000,121656000000,5431000000,99355000000,3816000000,11444000000,51240000000,15046000000,18009000000,21887000000,4745000000,17142000000,110793000000,11438000000,93924000000,5594000000,2869000000,95451000000,49399000000,6630000000,24387000000,10748000000,9998000000,57952000000,None,28600000000,750000000,27819000000,38598000000,6207000000,13280000000,77445000000,None,7896000000,68093000000,7986000000,USD,15022000000,421000000,None,8148000000,-5154000000,242000000,1356000000,-6376000000,937000000,4620000000,-5066000000,-3648000000,4890000000,4757000000,4757000000,None,2475000000,2475000000,None,219000000,None,None,-4538000000,None,-164000000,-44000000,4902000000
