,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
27,2012Q4,274.55403225806447,278.84331451612906,270.4276193548387,274.59499999999997,965046.7741935484,2.27,2.3,-0.03,-1.3043,USD,699161000,699161000,528578000,401631000,102188000,78173000,None,207437000,None,None,None,1820000,None,462000,None,22141000,102650000,41297000,None,102188000,61595000,102188000,126135000,61353000,USD,1668667000,546607000,322553000,472859000,11096000,15613000,1073113000,866703000,444917000,21939000,21939000,21939000,556298000,190868000,150306000,27378000,42550000,422741000,186852000,58700000,None,None,143000,320762000,None,3386000,None,None,3529000,105273000,19885000,1245926000,521518000,949459000,349000,31303000,USD,126026000,-1366000,None,49173000,15984000,22141000,59532000,2379000,1133000,102188000,-89124000,-135699000,None,134531000,134531000,None,None,None,None,None,None,None,-134299000,None,-98596000,201000,61353000
28,2013Q1,310.90183333333334,314.8786116666667,308.0737383333333,311.69916666666666,545703.3333333334,1.95,1.96,-0.01,-0.5102,USD,221260000,727035000,505775000,411058000,120044000,44211000,None,171382000,None,None,None,None,None,266000,None,22936000,120310000,43726000,None,76584000,75480000,120044000,145660000,76584000,USD,1712670000,575514000,346930000,507503000,11431000,15475000,1089581000,875597000,None,21939000,21939000,21939000,356093000,195520000,160573000,31723000,44100000,424579000,182116000,56629000,None,None,None,194888000,None,None,None,None,None,125487000,21971000,1288091000,572483000,1026043000,349000,31012000,USD,125250000,1869000,None,11724000,5279000,22936000,36495000,-1309000,340000,76584000,-51593000,-48976000,None,50965000,50965000,None,None,None,None,None,None,None,-50810000,None,24377000,-304000,76584000
29,2013Q2,358.5059375,362.5794953125,354.8563828125,358.7134375,490882.8125,2.35,2.13,0.22,10.3286,USD,257563000,816639000,559076000,456314000,146418000,50952000,None,189205000,None,None,None,None,None,330000,None,23597000,146748000,58895000,None,87853000,87820000,146418000,172813000,87853000,USD,1808931000,555010000,281632000,483796000,11270000,14961000,1196457000,895819000,None,21939000,21939000,21939000,12091000,290284000,202164000,34938000,45879000,441488000,182707000,63305000,None,None,None,201317000,None,None,None,None,None,119402000,22508000,1367443000,602583000,1113896000,350000,30901000,USD,142503000,2382000,None,2189000,4068000,23597000,43635000,-486000,-159000,87853000,-180184000,-27647000,None,30100000,30100000,None,None,None,None,None,None,None,-29994000,None,-65298000,30000,87853000
30,2013Q3,403.79296875,407.28994375,401.1972734375,404.28475,342151.5625,2.82,2.81,0.01,0.3559,USD,253526000,827196000,573670000,466212000,137154000,52726000,None,196229000,None,None,None,None,None,765000,None,24618000,137919000,54540000,None,83379000,84890000,137154000,166582000,83379000,USD,1911432000,603782000,308076000,532173000,12509000,14575000,1251128000,936023000,None,21939000,21939000,21939000,12771000,303700000,224097000,34696000,45988000,445690000,179698000,70267000,None,None,None,209470000,None,None,None,None,None,109431000,23490000,1465742000,619173000,1197275000,351000,30897000,USD,120962000,13443000,None,1759000,289000,24618000,56535000,-405000,1234000,83379000,-92067000,-3153000,None,16590000,16590000,None,None,None,None,None,None,None,-16560000,None,26444000,702000,83379000
31,2013Q4,507.67765625,512.0975421875,503.9393828125,508.486875,400645.3125,2.66,2.78,-0.12,-4.3165,USD,844147000,844147000,638753000,479730000,129104000,100233000,None,254112000,None,None,None,1751000,None,390000,None,24903000,129494000,49872000,None,129104000,79844000,129104000,157221000,79622000,USD,2009280000,666307000,323203000,578174000,13044000,24016000,1287539000,963238000,527397000,21939000,21939000,21939000,269021000,313863000,254971000,34204000,43933000,470992000,199228000,59022000,None,None,17541000,376013000,None,None,None,None,None,91157000,23591000,1538288000,660421000,1276897000,352000,31017000,USD,140065000,20685000,None,46591000,7401000,24903000,63261000,9438000,535000,129104000,-104471000,-20575000,None,41248000,41248000,None,None,None,None,None,None,None,-41223000,None,15127000,108000,79622000
32,2014Q1,552.1948360655738,558.0069147540984,545.7913967213116,551.213606557377,538232.7868852459,2.53,2.53,0,0,USD,258244000,904307000,646063000,520000000,135650000,66917000,None,221036000,None,None,None,689000,None,689000,None,25754000,136339000,53270000,None,83069000,82938000,135650000,164522000,83069000,USD,2155680000,790791000,411592000,706995000,15202000,16582000,1307313000,983047000,None,21939000,21939000,21939000,15682000,313601000,295403000,38213000,46302000,510647000,227242000,66729000,None,None,None,225829000,None,None,None,None,None,160513000,26349000,1645033000,673157000,1359966000,353000,31061000,USD,179778000,8955000,None,43733000,1100000,25754000,47230000,-7439000,2160000,83069000,-87512000,-3837000,None,12736000,12736000,None,None,None,None,None,None,None,-12736000,None,88389000,-40000,83069000
33,2014Q2,541.5914285714287,547.6059634920634,535.0838793650793,541.5095238095238,552642.8571428572,2.64,2.86,-0.22,-7.6923,USD,324163000,1050365000,726202000,591677000,179842000,74879000,None,249651000,None,None,None,1144000,None,1144000,None,27009000,180986000,70716000,None,110270000,110139000,179842000,210055000,110270000,USD,2277582000,892099000,470050000,804630000,15522000,20242000,1334645000,1011916000,None,21939000,21939000,21939000,15649000,304108000,334580000,36966000,47520000,524548000,241536000,77648000,None,None,None,232174000,None,None,None,None,None,163888000,26870000,1753034000,710713000,1470236000,353000,31049000,USD,137279000,561000,None,-6896000,292000,27009000,55610000,3685000,316000,110270000,-85359000,-36994000,None,37556000,37556000,None,None,None,None,None,None,None,-37556000,None,58458000,158000,110270000
34,2014Q3,655.42796875,660.1422046875,650.021765625,655.296875,386931.609375,3.5,3.09,0.41,13.2686,USD,406798000,1084222000,677424000,602423000,207436000,71172000,None,185958000,None,None,None,785000,None,785000,None,27961000,208221000,77420000,None,130801000,129412000,207436000,238609000,130801000,USD,2437053000,873870000,442618000,805253000,15885000,18949000,1524205000,1052684000,None,21939000,21939000,21939000,803584000,440949000,362635000,33632000,47611000,543289000,264986000,88398000,None,None,None,239325000,None,None,None,None,None,176588000,27407000,1893764000,723826000,1601037000,353000,31020000,USD,158762000,3455000,None,-6728000,-360000,27961000,57560000,-1496000,375000,130801000,-206911000,-9672000,None,13113000,13113000,None,None,None,None,None,None,None,-13113000,None,-27432000,-174000,130801000
35,2014Q4,654.0590625,660.0969421875,648.5251359375,654.166875,419065.109375,4.15,3.84,0.31,8.0729,USD,1069811000,1069811000,733608000,611301000,187872000,118219000,None,235058000,None,None,None,3503000,None,885000,None,29750000,188757000,67523000,None,187872000,120226000,187872000,222040000,121234000,USD,2527317000,859511000,419465000,774204000,15332000,51327000,1627277000,1106984000,613676000,21939000,21939000,21939000,850845000,496106000,354739000,34795000,42777000,514948000,245710000,69613000,None,None,22929000,427693000,None,None,None,None,None,105063000,28263000,2012369000,748759000,1722271000,354000,31023000,USD,187872000,8696000,None,11923000,12191000,29750000,92190000,16216000,-544000,187872000,-139062000,-16234000,None,24933000,24933000,None,None,None,None,None,None,None,-24933000,None,-23153000,-168000,121234000
36,2015Q1,682.7106557377049,688.499793442623,676.9124147540983,682.4134426229508,435732.45901639346,3.84,3.79,0.05,1.3193,USD,409370000,1089043000,679673000,613177000,197801000,63061000,None,180010000,None,None,None,1223000,None,1223000,None,30643000,199024000,76383000,None,122641000,117929000,197801000,236844000,122641000,USD,2703719000,984695000,542957000,908745000,16052000,21480000,1683625000,1119469000,None,21939000,21939000,21939000,896870000,531082000,365788000,37252000,46534000,569385000,277121000,76066000,None,None,None,256865000,None,None,None,None,None,201055000,30968000,2134334000,772008000,1844912000,355000,31036000,USD,497643000,10827000,None,-3781000,-6083000,30643000,59363000,-13300000,737000,122641000,-103477000,-12541000,None,23249000,23249000,None,None,None,None,None,None,None,-23249000,None,123492000,-3209000,122641000
37,2015Q2,632.8177777777777,637.2551523809524,628.1851761904762,632.4295238095237,553788.3015873015,3.88,3.66,0.22,6.0109,USD,456296000,1197783000,741487000,667607000,227416000,70212000,None,204239000,None,None,None,1742000,None,1742000,None,32440000,229158000,88954000,None,140204000,141935000,227416000,262632000,140204000,USD,2806224000,989231000,587685000,897854000,16529000,33562000,1788232000,1147059000,None,21939000,21939000,21939000,910936000,600767000,310169000,39686000,47228000,554514000,261016000,81453000,None,None,None,264737000,None,None,None,None,None,179563000,32047000,2251710000,865081000,1985116000,357000,31120000,USD,172644000,47231000,None,26858000,116000,32440000,55032000,4207000,468000,140204000,-68825000,-45898000,None,93073000,93073000,None,None,None,None,None,None,None,-93073000,None,44728000,1040000,140204000
38,2015Q3,709.516875,716.413121875,703.809403125,710.829375,535058.484375,4.45,4.44,0.01,0.2252,USD,471330000,1216890000,745560000,671127000,234759000,70066000,None,209312000,None,None,None,1518000,None,1518000,None,33145000,236277000,91394000,None,144883000,143165000,234759000,272216000,144883000,USD,2947922000,1073233000,604162000,977414000,17524000,37643000,1845087000,1180957000,None,21939000,21939000,21939000,998350000,625098000,373252000,37760000,46695000,546434000,244244000,77250000,None,None,None,272588000,None,None,None,None,None,166994000,31919000,2401488000,895881000,2129999000,358000,31187000,USD,178028000,16803000,None,-19602000,-1000000,33145000,67445000,-1544000,1007000,144883000,-155917000,-14046000,None,30800000,30800000,None,None,None,None,None,None,None,-30800000,None,16477000,-993000,144883000
39,2015Q4,613.29640625,620.545596875,603.2310953125,611.53328125,1272657.515625,4.59,4.62,-0.03,-0.6494,USD,997507000,997507000,725909000,597650000,103613000,116132000,None,264447000,None,None,None,6278000,None,1795000,None,34140000,105408000,37534000,None,103613000,64729000,103613000,148653000,67874000,USD,2725066000,814647000,248005000,663204000,15043000,96435000,1878114000,1217220000,720875000,21939000,21939000,21939000,1056469000,622939000,415199000,39965000,48321000,597092000,279942000,85709000,None,None,15634000,486963000,None,None,3060000,None,None,127544000,32883000,2127974000,1234612000,2197873000,358000,31023000,USD,103613000,-419000,None,13436000,14979000,34140000,75578000,14141000,-2474000,103613000,-135921000,-313955000,None,313553000,313553000,None,None,None,None,None,None,None,-313553000,None,-356157000,-1034000,67874000
40,2016Q1,474.95278688524587,484.2244868852459,466.8554032786885,475.67573770491805,1657959.1311475409,2.17,1.85,0.32,17.2973,USD,216181000,834459000,618278000,551847000,-46604000,62010000,None,221580000,None,None,None,2126000,None,2126000,None,34788000,-44478000,-18046000,None,-26432000,-22610000,-46604000,-7384000,-26432000,USD,2140820000,374740000,250805000,250805000,16885000,58733000,1730345000,1241602000,None,21939000,21939000,21939000,472858000,455679000,0,48317000,46860000,600566000,271963000,76606000,None,None,None,292868000,None,None,None,None,None,195357000,32216000,1540254000,1811237000,2171441000,358000,29893000,USD,119603000,680000,None,9501000,-5838000,34788000,62921000,-14642000,1833000,-26432000,522727000,-583132000,None,583802000,583802000,None,None,None,None,None,None,None,-583802000,None,2800000,1526000,-26432000
41,2016Q2,435.60546875,440.7928953125,429.8825421875,434.6896875,1065248.359375,-0.88,-0.95,0.07,7.3684,USD,304666000,998383000,693717000,618828000,40895000,70756000,None,227045000,None,None,None,786000,None,786000,None,36074000,41681000,16085000,None,25596000,25340000,40895000,83343000,25596000,USD,2101800000,387707000,189960000,270144000,16966000,48419000,1676479000,1269335000,None,21939000,21939000,21939000,473659000,376364000,80184000,52178000,46455000,615757000,276528000,75255000,None,None,None,301615000,None,None,None,None,None,201273000,32630000,1486043000,1911870000,2197037000,358000,29207000,USD,61670000,1302000,None,25598000,183000,36074000,63791000,-559000,88000,25596000,-63791000,-114910000,None,116234000,116234000,None,None,None,None,None,None,None,-116234000,None,-60845000,-130000,25596000
42,2016Q3,410.7921875,415.5248140625,406.556278125,411.12265625,1099756.078125,0.87,0.93,-0.06,-6.4516,USD,289538000,1036982000,747444000,650044000,9726000,78405000,None,263445000,None,None,None,None,None,672000,None,37434000,10398000,2599000,None,7799000,7060000,9726000,80434000,7799000,USD,2067033000,468897000,154128000,359149000,18382000,46116000,1564274000,1278672000,None,21939000,21939000,21939000,473195000,250659000,205021000,45250000,46866000,626013000,279499000,74682000,11457000,None,None,312652000,None,None,None,None,None,204817000,33293000,1441020000,1982488000,2204836000,358000,29063000,USD,45233000,-94000,None,17103000,391000,37434000,65540000,-883000,1521000,7799000,-65540000,-71401000,None,71318000,71318000,None,None,None,None,None,None,None,-71318000,None,-35832000,-298000,7799000
43,2016Q4,394.53492063492064,400.3594857142857,389.78890158730155,394.4457142857143,1263195.3333333333,0.27,1.58,-1.31,-82.9114,USD,1034560000,1034560000,853917000,649862000,30550000,168038000,None,372257000,None,None,None,4172000,None,588000,None,38072000,31138000,15163000,None,30550000,13259000,30550000,72296000,15975000,USD,2026103000,522374000,87880000,417716000,15019000,45559000,1484785000,1303558000,845469000,21939000,21939000,21939000,472734000,125055000,329836000,44080000,53177000,623610000,281793000,78363000,5489000,None,20435000,535381000,None,None,None,None,None,123557000,33946000,1402493000,2049389000,2220811000,358000,28899000,USD,-186353000,-568000,None,12872000,19826000,38072000,66590000,18007000,-3351000,30550000,-66590000,-66840000,None,65406000,66301000,None,None,None,None,None,None,None,-66301000,None,-66248000,-988000,15975000
44,2017Q1,412.00782258064515,416.74261290322585,408.49576451612904,412.6925806451613,887753.7096774194,0.55,0.57,-0.02,-3.5088,USD,345673000,1068829000,723156000,649646000,73173000,69441000,None,224299000,None,None,None,None,None,1188000,None,39279000,74361000,28241000,None,46120000,46613000,73173000,119752000,46120000,USD,2062262000,663964000,122413000,577040000,18319000,21582000,1398298000,1322622000,None,21939000,21939000,21939000,472583000,0,454627000,47023000,53737000,654540000,306323000,83840000,None,None,None,348217000,None,None,None,None,None,222483000,34633000,1407722000,2107426000,2266931000,358000,28750000,USD,150590000,0,None,6642000,-11153000,39279000,57088000,-18693000,3737000,46120000,-57088000,-59131000,None,59137000,59137000,None,None,None,None,None,None,None,-59137000,None,34533000,173000,46120000
45,2017Q2,464.920873015873,469.27508095238096,459.9747349206349,463.9896825396825,886686.126984127,1.6,1.27,0.33,25.9843,USD,391428000,1169409000,777981000,705003000,106725000,70075000,None,236663000,None,None,None,None,None,1049000,None,41081000,107774000,41044000,None,66730000,68808000,106725000,147038000,66730000,USD,2068551000,663965000,175137000,569603000,19126000,24940000,1404586000,1328280000,None,21939000,21939000,21939000,412982000,0,394466000,50296000,54367000,618355000,267785000,80976000,None,None,None,350570000,None,None,None,None,None,186809000,35879000,1450196000,2154517000,2333661000,358000,28649000,USD,93038000,0,None,-18175000,359000,41081000,56627000,3321000,793000,66730000,3451000,-44687000,None,44690000,44690000,None,None,None,None,None,None,None,-44690000,None,52724000,957000,66730000
46,2017Q3,338.4001587301587,342.2992571428572,333.02291904761904,336.82380952380953,1486921.2063492064,2.32,2.18,0.14,6.422,USD,322244000,1128074000,805830000,701429000,30867000,99182000,None,266713000,None,None,None,None,None,1275000,None,41546000,32142000,12532000,None,19610000,21556000,30867000,85907000,19610000,USD,2064377000,655936000,113480000,548357000,21634000,36856000,1408441000,1331786000,None,21939000,21939000,21939000,454034000,0,434877000,49089000,54716000,677251000,323402000,86705000,None,None,None,353849000,None,None,None,None,None,236697000,36826000,1387126000,2257174000,2353271000,359000,28415000,USD,135679000,0,None,64878000,335000,41546000,51791000,-1105000,2493000,19610000,-91953000,-105757000,None,105132000,105758000,None,None,None,None,None,None,None,-105758000,None,-61657000,801000,19610000
47,2017Q4,297.73079365079366,302.1337142857143,293.92285714285714,298.2226984126984,1197464.1746031747,0.69,1.63,-0.94,-57.6687,USD,1110100000,1110100000,850804000,685342000,60029000,164035000,None,340533000,None,None,None,None,None,1437000,None,41442000,61466000,17673000,None,60029000,43779000,60029000,108135000,43793000,USD,2045692000,629535000,184569000,508951000,19860000,49806000,1416157000,1338366000,978924000,21939000,21939000,21939000,344269000,0,324382000,50918000,26251000,681247000,323893000,82028000,0,None,18920000,357354000,None,None,None,None,None,159300000,40042000,1364445000,2334409000,2397064000,359000,28152000,USD,88909000,0,None,2453000,18232000,41442000,51271000,16617000,-1773000,60029000,59012000,-76319000,None,76259000,76335000,None,None,None,None,None,None,None,-76335000,None,71089000,125000,43793000
