,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
67,2013Q1,33.960166666666666,34.21194333333334,33.747083333333336,34.02485,966835.0,0.67,0.55,0.12,21.8182,USD,364074000,475137000,111063000,111063000,60981000,139696000,157510000,303093000,335000,-464000,None,464000,4404000,1061000,None,39076000,71730000,1808000,464000,69922000,69184000,72194000,111270000,69922000,USD,4020546000,999782000,550365000,550365000,25994000,270217000,2738877000,193051000,None,2402451000,430797000,1971654000,None,None,None,130339000,134818000,1418387000,1022012000,14288000,832498000,30000000,30000000,269861000,None,225000000,None,97500000,127500000,10682000,172361000,2602159000,139819000,1167623000,1519000,151970000,USD,-91438000,None,None,-208238000,13472000,47064000,14805000,-20341000,-33813000,69922000,-14805000,-36417000,0,0,0,None,None,None,None,None,None,None,15615000,15615000,-150017000,-7357000,69922000
68,2013Q2,35.5196875,35.76771875,35.238984375,35.521875,628389.0625,0.66,0.63,0.03,4.7619,USD,391524000,499257000,107733000,107733000,79503000,136184000,169962000,312021000,928000,-456000,None,456000,1505000,971000,None,38947000,86707000,18016000,456000,68691000,56883000,87163000,126110000,68691000,USD,4098888000,1106369000,681018000,681018000,-2842000,251682000,2722482000,195315000,None,2377231000,397219000,1980012000,None,None,None,156333000,140234000,1399956000,1012922000,23541000,754722000,30000000,30000000,266726000,None,210000000,None,90000000,120000000,13926000,176726000,2698932000,105138000,1231378000,1535000,153605000,USD,133730000,None,None,-17178000,-8733000,47090000,16408000,-18946000,None,68691000,-14186000,15457000,0,0,0,None,None,None,None,None,None,None,24580000,59578000,130653000,-4348000,68691000
69,2013Q3,37.0159375,37.307359375,36.778475,37.048515625,535556.25,0.55,0.54,0.01,1.8519,USD,367298000,482945000,115647000,115647000,54995000,139891000,166668000,312303000,301000,-404000,None,404000,217000,222000,None,38836000,58172000,5875000,404000,52297000,40133000,58576000,97412000,52297000,USD,4288472000,1330084000,892370000,892370000,-13007000,278878000,2687643000,194198000,None,2340969000,364005000,1976964000,None,None,None,153491000,143832000,1552342000,1171682000,16188000,None,30000000,30000000,267200000,None,82500000,None,82500000,112500000,16189000,184700000,2736130000,89650000,1283068000,1543000,154348000,USD,263078000,None,None,167506000,21963000,47602000,19092000,31080000,None,52297000,-19092000,-31270000,0,35000000,35000000,None,None,None,None,None,None,None,-35000000,15336000,211352000,-1364000,52297000
70,2013Q4,37.38046875,37.694953125,37.1176828125,37.42509375,616556.484375,0.56,0.55,0.01,1.8182,USD,385766000,504875000,119109000,145409000,51014000,154002000,175057000,334752000,None,-371000,None,371000,-101000,2245000,None,37063000,59057000,2167000,371000,59057000,68366000,59428000,96491000,56890000,USD,4358935000,1447977000,1022441000,1022441000,10749000,256026000,2667892000,197600000,392112000,2311396000,335425000,1975971000,20414000,None,None,140484000,150961000,1570658000,1222919000,8575000,None,30000000,30000000,239939000,None,75000000,None,75000000,105000000,7168000,164939000,2788277000,106668000,1324854000,1542000,154169000,USD,191335000,None,None,57589000,-24761000,45648000,18763000,-29383000,None,56890000,-17996000,-45755000,0,75017000,-69999000,None,None,None,None,None,None,None,-33632000,41385000,130071000,2487000,56890000
71,2014Q1,40.13393442622951,40.417747540983605,39.81323770491803,40.12754098360656,795895.0819672131,0.59,0.52,0.07,13.4615,USD,373102000,478951000,105849000,105849000,60156000,140025000,167543000,312946000,None,-357000,None,357000,893000,9083000,None,34373000,71184000,3488000,357000,67696000,49966000,60156000,105914000,67696000,USD,4192156000,1320865000,893053000,893053000,10663000,246774000,2635831000,197335000,None,2274731000,307912000,1966819000,None,None,None,151233000,156646000,1368941000,1036703000,8084000,None,30000000,30000000,466128000,None,67500000,None,67500000,97500000,11217000,159365000,2823215000,116035000,1382199000,1541000,154053000,USD,-73892000,None,None,-179894000,12420000,43714000,16155000,-7910000,-20330000,67696000,-9364000,-41025000,0,54747000,54747000,None,4224000,4224000,None,None,None,None,-33166000,21581000,-129388000,-5107000,67696000
72,2014Q2,38.11349206349207,38.416755555555554,37.81010317460318,38.1461126984127,601363.4920634921,0.65,0.59,0.06,10.1695,USD,403612000,517697000,114085000,114085000,63834000,155359000,178043000,339778000,None,-582000,None,582000,-109000,1183000,None,39311000,68059000,4742000,582000,63317000,69889000,63834000,107952000,63317000,USD,4560536000,1328271000,821633000,821633000,3895000,322606000,3028711000,202860000,None,2653014000,398560000,2254454000,None,None,None,161896000,163232000,1641417000,1304732000,13381000,None,230000000,230000000,474409000,None,60000000,None,60000000,290000000,17847000,161530000,2919119000,94659000,1437246000,1547000,154707000,USD,63317000,None,None,48690000,65470000,47871000,15621000,67487000,None,63317000,-383073000,-25000000,0,25000000,25000000,None,None,None,None,None,None,None,-25000000,31745000,-71420000,1449000,63317000
73,2014Q3,39.6396875,39.8943359375,39.36815625,39.64390625,566116.609375,0.65,0.6,0.05,8.3333,USD,406282000,521812000,115530000,115530000,67227000,149709000,182809000,339055000,None,-715000,None,715000,80000,816000,None,40252000,70771000,5115000,715000,65656000,63998000,67227000,111738000,65656000,USD,4544929000,1314783000,903046000,903046000,-11461000,238863000,3025644000,216010000,None,2628313000,367416000,2260897000,None,None,None,165791000,171369000,1548876000,1227284000,14624000,None,30000000,30000000,463525000,None,52500000,None,52500000,82500000,20716000,164751000,2996053000,60194000,1501238000,1556000,155638000,USD,65656000,None,None,125295000,-84859000,49165000,29121000,-84411000,None,65656000,-37660000,-220034000,0,0,0,None,25000000,25000000,None,None,None,None,-7990000,-7990000,81413000,-1023000,65656000
74,2014Q4,41.45328125,41.85773125,41.1825328125,41.522578125,573950.0625,0.64,0.61,0.03,4.918,USD,417591000,539012000,121421000,150121000,57500000,163201000,190373000,360091000,None,-241000,None,241000,330000,885000,None,40572000,62128000,-327000,241000,62128000,41878000,57500000,102941000,62455000,USD,4775499000,1504735000,985762000,985762000,11420000,326727000,3062608000,249098000,437740000,2620738000,365030000,2255708000,20414000,None,0,154330000,175127000,1719329000,1386759000,28152000,1005888000,30000000,30000000,478078000,None,75000000,30000000,45000000,75000000,31404000,158972000,3056170000,49496000,1551592000,1560000,155965000,USD,172912000,None,None,146368000,93421000,52076000,46016000,89852000,24701000,62455000,-67153000,-11031000,0,40000000,-79747000,None,None,None,None,None,None,None,-3253000,58394000,82716000,-12012000,62455000
75,2015Q1,44.718360655737705,45.082606557377055,44.389881967213114,44.76672131147541,643790.8524590164,0.8,0.62,0.18,29.0323,USD,417410000,542043000,124633000,124633000,71499000,142523000,181610000,345911000,None,-653000,None,653000,3694000,1624000,None,39656000,76615000,11426000,653000,65189000,30033000,77268000,116924000,65189000,USD,4662349000,1416273000,796824000,917062000,22365000,283007000,3018361000,256092000,None,2578305000,332385000,2245920000,120238000,None,120238000,165750000,179463000,1725328000,1343104000,28240000,922158000,265000000,265000000,533285000,None,67500000,None,37500000,67500000,12024000,204157000,2937021000,162992000,1608758000,1535000,153457000,USD,-160950000,0,None,-200148000,9600000,50529000,20516000,-40857000,-50457000,65189000,-140931000,57805000,250000000,144000000,180000000,None,250000000,250000000,None,None,None,None,-169458000,10542000,-188938000,-18469000,65189000
76,2015Q2,48.60809523809524,48.94119047619048,48.304655555555556,48.68269841269841,700683.5555555555,0.68,0.63,0.05,7.9365,USD,432232000,557204000,124972000,124972000,75927000,161554000,188315000,356305000,None,-804000,None,804000,511000,1725000,None,39395000,83884000,28288000,804000,55596000,64311000,84688000,124083000,55596000,USD,4756167000,1544975000,868845000,1005424000,-19975000,338407000,3000819000,258199000,None,2554501000,302656000,2251845000,136579000,None,136579000,188115000,184330000,1691169000,1325038000,26860000,926382000,190000000,190000000,523668000,None,60000000,None,30000000,60000000,6361000,197529000,3064998000,94627000,1643207000,1551000,155054000,USD,55596000,0,None,67476000,54834000,51522000,27631000,57348000,None,55596000,-43339000,-39339000,0,0,0,None,144000000,144000000,None,None,None,None,43464000,43464000,72021000,-380000,55596000
77,2015Q3,49.1525,49.5495890625,48.6207109375,49.100625,809899.796875,0.63,0.59,0.04,6.7797,USD,426334000,555805000,129471000,129471000,61482000,160913000,197999000,364852000,None,-599000,None,599000,1111000,844000,None,39995000,65193000,9806000,599000,55387000,48052000,65792000,105787000,55387000,USD,4953972000,1627537000,986423000,1122919000,-7691000,307825000,3114702000,260667000,None,2654315000,318499000,2335816000,136496000,None,136496000,168140000,185920000,1815724000,1459343000,18690000,1003337000,190000000,190000000,517468000,None,22500000,None,22500000,212500000,25750000,204105000,3138248000,61204000,1688764000,1559000,155929000,USD,55387000,0,None,111667000,-29433000,52484000,149242000,-33467000,None,55387000,-149466000,-36000000,160000000,36000000,36000000,None,160000000,160000000,None,None,None,None,-36000000,2408000,117578000,-2871000,55387000
78,2015Q4,48.3075,48.77741875,47.846125,48.360234375,851313.890625,0.67,0.66,0.01,1.5152,USD,447315000,587159000,139844000,172144000,57558000,174514000,208305000,389757000,None,-757000,None,757000,1046000,916000,None,46640000,55918000,6156000,757000,55918000,40252000,56675000,103315000,49762000,USD,5045739000,1468807000,836188000,964935000,5991000,385694000,3461485000,263077000,454055000,2834900000,363659000,2471241000,128747000,10277000,128747000,160449000,186310000,1911750000,1578353000,9919000,1061859000,205000000,205000000,491859000,None,None,45000000,0,205000000,19565000,202021000,3133989000,98375000,1725727000,1552000,155157000,USD,49762000,66686000,None,98712000,60897000,57286000,233411000,73509000,38124000,49762000,-225893000,-75444000,50000000,80000000,-160000000,None,50000000,50000000,None,None,None,None,188490000,53350000,-150235000,-1315000,49762000
79,2016Q1,44.07065573770492,44.570932786885244,43.51049836065574,44.13049180327869,1078064.5081967213,0.68,0.62,0.06,9.6774,USD,439160000,568604000,129444000,129444000,71110000,162317000,196705000,368050000,None,-673000,None,673000,580000,2139000,None,45311000,64342000,4307000,673000,60035000,36615000,65015000,110326000,60035000,USD,4747523000,1200528000,582986000,705934000,-75162000,354766000,3266986000,261235000,None,2810224000,337380000,2472844000,122948000,None,122948000,166440000,176320000,1757140000,1433282000,20160000,1031167000,227500000,227500000,473259000,None,None,None,None,227500000,16386000,192706000,2990383000,268860000,1784317000,1515000,151509000,USD,-65419000,440000,None,-177326000,-11548000,56436000,35198000,-30365000,-18817000,60035000,-29481000,-182255000,30000000,160000000,200000000,None,1510000,1510000,None,None,None,None,-203725000,1486000,-253202000,-6296000,60035000
80,2016Q2,49.99671875,50.4569078125,49.6596359375,50.13578125,827844.28125,0.81,0.79,0.02,2.5316,USD,473375000,605005000,131630000,131630000,86806000,162479000,216172000,386569000,None,-848000,None,848000,-783000,2452000,None,39524000,97223000,27847000,848000,69376000,95108000,98071000,137595000,69376000,USD,4965263000,1403197000,827946000,959922000,4524000,299076000,3279673000,258856000,None,2820880000,320076000,2500804000,131976000,None,131976000,91278000,182457000,1815258000,1485212000,30089000,1017783000,250000000,250000000,487181000,None,None,250000000,None,250000000,23653000,204155000,3150005000,229942000,1838704000,1523000,152255000,USD,69376000,480000,None,16469000,-59519000,50790000,41775000,-63254000,None,69376000,-49216000,63488000,30000000,20000000,0,None,None,None,None,None,None,None,40508000,41278000,244960000,8254000,69376000
81,2016Q3,56.7365625,57.048171875,56.386340625,56.78484375,819001.578125,0.76,0.74,0.02,2.7027,USD,475527000,615204000,139677000,139677000,76722000,169876000,221874000,398805000,None,-1208000,None,1208000,-94000,1958000,None,39500000,85231000,20513000,1208000,64718000,58226000,86439000,125939000,64718000,USD,5108789000,1552038000,946317000,1089859000,-2153000,317067000,3278526000,258794000,None,2810527000,295436000,2515091000,143542000,None,143542000,95802000,190586000,1988043000,1663596000,26216000,1086856000,277500000,277500000,488877000,None,None,277500000,None,277500000,29420000,213273000,3120746000,270813000,1894333000,1514000,151437000,USD,64718000,4733000,None,129303000,24594000,50588000,34291000,16087000,None,64718000,-46922000,-86854000,125000000,120000000,125000000,None,125000000,125000000,None,None,None,None,-117617000,27120000,118371000,438000,64718000
82,2016Q4,59.55079365079365,60.03239047619047,59.100722222222224,59.50468253968254,793261.8253968254,0.77,0.77,0,0,USD,491508000,633719000,142211000,181011000,82757000,173658000,221954000,408751000,None,-1042000,None,1042000,452000,1105000,None,36493000,82752000,10055000,1042000,82752000,77675000,83794000,120287000,72697000,USD,5240365000,1716938000,976620000,1117315000,11010000,486633000,3404686000,257035000,506044000,2784906000,266661000,2518245000,140695000,9756000,140695000,93649000,185569000,2045219000,1714946000,13745000,1165658000,205000000,205000000,493458000,None,None,205000000,0,205000000,22693000,210855000,3195146000,294052000,1947585000,1515000,151454000,USD,72697000,67502000,None,137435000,131153000,49218000,19832000,120801000,31397000,72697000,-17056000,-101316000,0,100000000,-325000000,None,None,None,None,None,None,None,406117000,55399000,30303000,1013000,72697000
83,2017Q1,66.7709677419355,67.29412903225806,66.38987419354838,66.92193548387097,1305986.5483870967,0.94,0.78,0.16,20.5128,USD,497040000,652786000,155746000,155746000,96874000,167377000,212648000,400166000,None,-1308000,None,1308000,3222000,559000,None,38521000,108361000,21773000,1308000,86588000,92171000,109669000,148190000,86588000,USD,5264254000,1484043000,827709000,966357000,26447000,331984000,3424742000,256811000,None,2954179000,301922000,2652257000,138648000,None,138648000,104659000,197952000,1939569000,1456555000,23816000,1093789000,177040000,177040000,660407000,None,142500000,177040000,142500000,319540000,9583000,228165000,3324685000,355257000,2137395000,1505000,150428000,USD,106437000,None,None,-198688000,-83368000,49464000,206835000,-122192000,-38824000,86588000,-202789000,15877000,150000000,80000000,100000000,None,150000000,150000000,None,None,None,None,-92795000,7205000,-148911000,-8881000,86588000
84,2017Q2,73.62190476190477,74.02882222222223,73.15111904761905,73.56309523809524,1109024.9523809524,0.88,0.86,0.02,2.3256,USD,518041000,680069000,162028000,162028000,53606000,220649000,223015000,464435000,None,-1860000,None,1860000,-623000,1635000,None,36350000,62020000,8714000,1860000,53306000,73050000,63880000,100230000,53306000,USD,5466558000,1682012000,991325000,1131568000,-9937000,373770000,3417546000,259476000,None,2936147000,274609000,2661538000,140243000,None,140243000,131106000,206855000,2089063000,1593347000,33538000,1033526000,278001000,278001000,680152000,None,139688000,278001000,139688000,417689000,11796000,236838000,3377495000,376100000,2170133000,1506000,150549000,USD,53306000,None,None,42544000,39582000,47580000,14050000,41094000,None,53306000,-15666000,50962000,100000000,100000000,100000000,None,100000000,100000000,None,None,None,None,-44951000,55049000,163616000,5345000,53306000
85,2017Q3,77.45904761904762,78.00714603174603,77.03869841269841,77.57904761904761,744815.1746031746,0.92,0.92,0,0,USD,525835000,695381000,169546000,169546000,105370000,177870000,228663000,420465000,None,-2320000,None,2320000,278000,657000,None,35428000,112791000,-3960000,2320000,116751000,128336000,115111000,150539000,116751000,USD,5678939000,1894632000,1154986000,1302494000,3957000,411262000,3401812000,262025000,None,2909015000,248335000,2660680000,147508000,None,147508000,121169000,215066000,2255771000,1764398000,19873000,1129802000,298025000,298025000,682386000,None,137813000,435838000,137813000,435838000,16270000,247014000,3423168000,419370000,2277499000,1503000,150238000,USD,116751000,None,None,157581000,48425000,47068000,20096000,38685000,None,116751000,-26544000,-92729000,20000000,120000000,100000000,None,20000000,20000000,None,None,None,None,-83536000,16464000,163661000,3080000,116751000
86,2017Q4,86.60444444444444,87.19690952380952,85.94512698412697,86.51349206349207,989468.3174603175,0.69,0.57,0.12,21.0526,USD,529780000,696644000,166864000,207464000,91713000,180196000,244515000,438067000,None,-1816000,None,1816000,477000,-214000,None,33022000,99926000,220008000,1816000,-120082000,-118397000,101742000,134764000,-120082000,USD,5396414000,1682593000,1048356000,1048356000,61884000,514224000,3667374000,266014000,572035000,2960817000,253843000,2706974000,None,7826000,0,125126000,222844000,2116690000,1614109000,19954000,1147780000,9924000,9924000,700123000,None,134063000,9924000,134063000,143987000,39811000,252027000,3275620000,426208000,2143873000,1505000,150445000,USD,-283521000,None,None,119550000,62256000,45330000,91775000,40117000,-58268000,-120082000,55717000,-347230000,50000000,80000000,-280000000,None,50000000,50000000,None,None,None,None,327619000,47619000,-106630000,29000,-120082000
